State,Zip,Age,Unsubsidized Cost
al,99506,0,606
al,99757,0,675
al,99801,0,621
al,36250,0,255
al,36652,0,249
al,36119,0,277
al,35458,0,252
al,36553,0,256
al,36865,0,263
al,35182,0,273
al,36871,0,270
al,35643,0,262
al,36320,0,246
al,35645,0,277
al,35990,0,264
al,35804,0,294
al,72856,0,274
al,72564,0,274
al,72739,0,274
al,71910,0,274
al,72182,0,274
al,71724,0,274
al,72926,0,274
al,86429,0,369
al,86332,0,407
al,85357,0,370
al,85392,0,222
al,85131,0,228
al,85730,0,219
al,85536,0,294
al,95712,0,458
al,95387,0,326
al,93611,0,295
al,93062,0,347
al,92251,0,295
al,93390,0,290
al,90610,0,244
al,92501,0,247
al,92707,0,284
al,92173,0,263
al,95472,0,356
al,95815,0,359
al,94109,0,399
al,94807,0,420
al,94538,0,384
al,95051,0,342
al,94037,0,432
al,93901,0,445
al,80026,0,245
al,80905,0,272
al,80124,0,262
al,80526,0,270
al,81507,0,271
al,80754,0,270
al,81006,0,270
al,81248,0,324
al,80479,0,311
al,6880,0,444
al,6137,0,380
al,6785,0,411
al,6457,0,410
al,6513,0,410
al,6385,0,411
al,6075,0,411
al,6281,0,411
al,20410,0,388
al,19898,0,319
al,32609,0,338
al,32050,0,309
al,34116,0,332
al,32038,0,363
al,34268,0,312
al,32628,0,367
al,32226,0,284
al,32508,0,308
al,32143,0,320
al,32322,0,296
al,32351,0,319
al,32063,0,337
al,32619,0,352
al,33944,0,445
al,32053,0,526
al,33890,0,450
al,33975,0,357
al,34607,0,304
al,33871,0,311
al,33594,0,293
al,32452,0,297
al,32444,0,304
al,32962,0,292
al,32446,0,355
al,32345,0,272
al,32066,0,427
al,34736,0,305
al,33973,0,334
al,32626,0,347
al,32360,0,289
al,32340,0,282
al,32042,0,0
al,34211,0,305
al,34472,0,293
al,34956,0,332
al,33243,0,308
al,33040,0,543
al,32034,0,360
al,32536,0,328
al,34973,0,0
al,32710,0,313
al,34743,0,298
al,32910,0,278
al,33410,0,316
al,34669,0,303
al,33732,0,298
al,33844,0,306
al,32185,0,349
al,32583,0,331
al,34229,0,294
al,32707,0,317
al,32004,0,326
al,34947,0,339
al,33314,0,297
al,34785,0,302
al,32071,0,361
al,32347,0,357
al,32697,0,430
al,32121,0,299
al,32326,0,290
al,32433,0,317
al,32463,0,386
al,32424,0,288
al,33951,0,320
al,34442,0,313
al,39870,0,279
al,30566,0,222
al,31535,0,236
al,31004,0,268
al,30177,0,254
al,31405,0,304
al,31604,0,232
al,31054,0,265
al,30602,0,344
al,30396,0,310
al,30140,0,291
al,30822,0,309
al,31546,0,243
al,30757,0,264
al,30286,0,292
al,30719,0,278
al,50075,0,244
al,50311,0,245
al,51012,0,230
al,51578,0,269
al,52335,0,264
al,52004,0,249
al,52166,0,283
al,83283,0,268
al,83346,0,282
al,83460,0,257
al,83553,0,265
al,83630,0,259
al,83735,0,259
al,83847,0,248
al,60684,0,238
al,62551,0,389
al,62292,0,328
al,62289,0,264
al,62461,0,530
al,60035,0,239
al,60561,0,239
al,60442,0,221
al,61065,0,351
al,61418,0,342
al,61615,0,371
al,61790,0,456
al,61941,0,456
al,46304,0,223
al,46075,0,231
al,47344,0,227
al,47203,0,216
al,47435,0,235
al,47022,0,228
al,47573,0,218
al,47104,0,184
al,47710,0,228
al,46616,0,225
al,46778,0,250
al,46809,0,252
al,47986,0,226
al,46967,0,230
al,46170,0,224
al,47304,0,225
al,47851,0,248
al,66085,0,284
al,66683,0,299
al,66946,0,307
al,67733,0,330
al,67857,0,450
al,67221,0,304
al,66740,0,345
al,42033,0,285
al,42402,0,263
al,40208,0,249
al,42503,0,282
al,40357,0,254
al,40317,0,240
al,41560,0,291
al,70050,0,286
al,70395,0,352
al,70392,0,348
al,70591,0,335
al,70820,0,296
al,71339,0,384
al,71294,0,349
al,71064,0,274
al,1144,0,244
al,1571,0,249
al,1721,0,237
al,1945,0,241
al,2222,0,241
al,2357,0,234
al,2539,0,437
al,21202,0,219
al,20619,0,219
al,20851,0,219
al,21777,0,219
al,4011,0,312
al,4333,0,333
al,4412,0,332
al,4669,0,355
al,48224,0,216
al,49020,0,242
al,49406,0,242
al,49501,0,238
al,48674,0,337
al,49636,0,292
al,48721,0,311
al,49847,0,448
al,48165,0,201
al,48061,0,244
al,48190,0,216
al,48437,0,207
al,48755,0,290
al,49259,0,253
al,48602,0,281
al,49091,0,286
al,55026,0,377
al,55614,0,315
al,56173,0,298
al,56226,0,297
al,56529,0,262
al,55084,0,252
al,56310,0,258
al,56715,0,279
al,64424,0,351
al,63763,0,348
al,63501,0,386
al,64054,0,283
al,64741,0,330
al,64660,0,355
al,63050,0,252
al,64835,0,316
al,65732,0,301
al,63941,0,340
al,38661,0,242
al,38862,0,240
al,39060,0,241
al,39463,0,247
al,39567,0,244
al,38838,0,238
al,59054,0,264
al,59644,0,387
al,59914,0,321
al,59466,0,361
al,28662,0,332
al,27594,0,314
al,27599,0,296
al,27967,0,387
al,27545,0,287
al,27873,0,383
al,28463,0,331
al,27806,0,390
al,28667,0,287
al,28640,0,319
al,28222,0,290
al,28152,0,309
al,27152,0,257
al,27370,0,263
al,28374,0,324
al,28367,0,287
al,58566,0,296
al,58108,0,269
al,58203,0,315
al,58752,0,351
al,68016,0,351
al,68364,0,351
al,68870,0,368
al,69345,0,422
al,3818,0,196
al,8821,0,292
al,87185,0,269
al,87401,0,329
al,88011,0,312
al,87505,0,337
al,87714,0,357
al,89109,0,228
al,89533,0,287
al,89448,0,341
al,89419,0,399
al,43520,0,266
al,45695,0,261
al,44053,0,243
al,44866,0,251
al,44432,0,248
al,44667,0,282
al,44705,0,259
al,43974,0,276
al,45773,0,324
al,45848,0,267
al,45070,0,286
al,45237,0,246
al,45167,0,250
al,43439,0,248
al,44906,0,307
al,43325,0,281
al,43360,0,301
al,74940,0,341
al,73507,0,329
al,73156,0,268
al,74037,0,278
al,73651,0,371
al,97254,0,232
al,97438,0,261
al,97310,0,250
al,97637,0,272
al,97449,0,296
al,97734,0,309
al,97484,0,288
al,16505,0,244
al,15861,0,413
al,18810,0,291
al,15665,0,232
al,15547,0,256
al,18351,0,324
al,17516,0,276
al,19330,0,218
al,17223,0,510
al,2804,0,254
al,29659,0,243
al,29422,0,239
al,29341,0,351
al,29714,0,296
al,29728,0,294
al,29041,0,281
al,29475,0,276
al,29079,0,286
al,29567,0,289
al,29484,0,274
al,29809,0,266
al,29065,0,286
al,29504,0,289
al,29585,0,246
al,29613,0,293
al,29647,0,243
al,29923,0,265
al,29526,0,247
al,29927,0,287
al,29074,0,281
al,29720,0,294
al,29810,0,265
al,29370,0,273
al,29046,0,284
al,29169,0,313
al,29519,0,278
al,29512,0,296
al,29108,0,289
al,29686,0,278
al,29115,0,267
al,29682,0,297
al,29624,0,312
al,29217,0,287
al,29166,0,287
al,29333,0,316
al,29150,0,268
al,29353,0,338
al,29556,0,278
al,29745,0,305
al,29003,0,265
al,29808,0,268
al,29902,0,292
al,29431,0,276
al,57538,0,383
al,57030,0,282
al,57324,0,386
al,57361,0,383
al,37684,0,305
al,37815,0,281
al,37347,0,301
al,37205,0,329
al,38378,0,301
al,38177,0,289
al,38553,0,337
al,38450,0,348
al,76469,0,401
al,77506,0,262
al,76543,0,320
al,78041,0,282
al,75606,0,279
al,79453,0,344
al,78577,0,272
al,79711,0,303
al,79762,0,267
al,76939,0,373
al,78234,0,293
al,76268,0,341
al,75559,0,348
al,75762,0,299
al,77978,0,326
al,76716,0,289
al,76369,0,435
al,78547,0,275
al,78681,0,313
al,77630,0,280
al,78526,0,279
al,77803,0,308
al,78469,0,326
al,75378,0,287
al,79916,0,286
al,84305,0,344
al,84201,0,281
al,84124,0,268
al,84045,0,278
al,84772,0,371
al,84667,0,468
al,24086,0,236
al,22332,0,213
al,22603,0,236
al,23414,0,236
al,22931,0,236
al,24566,0,236
al,22834,0,236
al,24270,0,236
al,24533,0,236
al,22446,0,225
al,24026,0,236
al,23670,0,221
al,98103,0,257
al,98286,0,265
al,98628,0,280
al,99224,0,245
al,99333,0,245
al,53215,0,275
al,53088,0,262
al,53008,0,267
al,54547,0,365
al,53191,0,277
al,53950,0,299
al,54173,0,285
al,53703,0,258
al,54011,0,325
al,54722,0,396
al,54828,0,382
al,54636,0,347
al,53595,0,338
al,54513,0,370
al,53192,0,276
al,26662,0,561
al,26181,0,594
al,26075,0,532
al,25054,0,561
al,24895,0,561
al,24732,0,561
al,25713,0,602
al,25403,0,484
al,26884,0,484
al,26348,0,546
al,24944,0,546
al,82630,0,513
al,82050,0,491
al,83025,0,528
al,92825,0,284
al,32313,0,273
al,96824,0,295
al,41007,0,292
al,1832,0,241
al,56051,0,339
al,29844,0,239
al,79111,0,314
al,54495,0,321